"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ptgis",0,0.463315839370131,0.964,0.491,0,"0","Ptgis"
"Vkorc1",0,0.460623652553952,0.929,0.497,0,"0","Vkorc1"
"Chpf",0,0.458582089340372,0.94,0.424,0,"0","Chpf"
"Mfap2",0,0.458253236697097,0.808,0.346,0,"0","Mfap2"
"Nkd2",0,0.458158366909317,0.679,0.207,0,"0","Nkd2"
"Nrep",0,0.455233139503476,0.821,0.275,0,"0","Nrep"
"Gpx8",0,0.4550644251453,0.919,0.449,0,"0","Gpx8"
"Ssc5d",0,0.441126953580891,0.82,0.312,0,"0","Ssc5d"
"Dpysl3",0,0.435693839598825,0.957,0.5,0,"0","Dpysl3"
"1810058I24Rik",0,0.430975014932238,0.943,0.518,0,"0","1810058I24Rik"
"P3h3",0,0.426177052650566,0.956,0.465,0,"0","P3h3"
"Txndc5",0,0.425732310132271,0.965,0.503,0,"0","Txndc5"
"Mmp23",0,0.425108273497822,0.938,0.462,0,"0","Mmp23"
"Fkbp10",0,0.416842579098498,0.898,0.393,0,"0","Fkbp10"
"Rcn1",0,0.409203904811156,0.927,0.47,0,"0","Rcn1"
"Kcnj15",0,0.40798982868472,0.392,0.045,0,"0","Kcnj15"
"Pamr1",0,0.402423900033103,0.546,0.143,0,"0","Pamr1"
"Mrc2",0,0.395746698633257,0.934,0.429,0,"0","Mrc2"
"Kdelr3",0,0.394606065451925,0.882,0.41,0,"0","Kdelr3"
"Wls",0,0.391395970353312,0.921,0.446,0,"0","Wls"
"Col4a5",0,0.390853333811158,0.759,0.286,0,"0","Col4a5"
"Tns3",0,0.388405892141668,0.739,0.248,0,"0","Tns3"
"Vimp",0,0.386258743152892,0.921,0.476,0,"0","Vimp"
"Creb3l2",0,0.382917388427777,0.912,0.454,0,"0","Creb3l2"
"Actn1",0,0.377621810678489,0.902,0.411,0,"0","Actn1"
"Fkbp7",0,0.374297809466261,0.905,0.457,0,"0","Fkbp7"
"Fam101b",0,0.371418130410355,0.876,0.389,0,"0","Fam101b"
"Tmem45a",0,0.368765930991907,0.803,0.35,0,"0","Tmem45a"
"Palld",0,0.36872162634105,0.758,0.238,0,"0","Palld"
"P4ha3",0,0.36797917402107,0.675,0.167,0,"0","P4ha3"
"Pdzrn3",0,0.366998259871582,0.759,0.266,0,"0","Pdzrn3"
"Tmem119",0,0.36355226264807,0.761,0.257,0,"0","Tmem119"
"Maged1",0,0.361136876689125,0.944,0.493,0,"0","Maged1"
"Ikbip",0,0.36040114183134,0.903,0.432,0,"0","Ikbip"
"Ttll5",0,0.359225645457303,0.618,0.155,0,"0","Ttll5"
"Olfml2b",0,0.357020186116929,0.772,0.297,0,"0","Olfml2b"
"Ptprs",0,0.354574849761094,0.895,0.393,0,"0","Ptprs"
"Fkbp11",0,0.35213822980042,0.717,0.244,0,"0","Fkbp11"
"P3h1",0,0.348709839715968,0.794,0.308,0,"0","P3h1"
"Fzd2",0,0.347536918921949,0.753,0.293,0,"0","Fzd2"
"Rnf149",0,0.347396159250487,0.659,0.242,0,"0","Rnf149"
"Sulf2",0,0.336444118045067,0.737,0.286,0,"0","Sulf2"
"Erlec1",0,0.335017618739238,0.874,0.419,0,"0","Erlec1"
"Ifi30",0,0.331949124465184,0.743,0.285,0,"0","Ifi30"
"Fbn2",0,0.331350196006095,0.399,0.089,0,"0","Fbn2"
"Cdh2",0,0.326983960240443,0.567,0.136,0,"0","Cdh2"
"Mical2",0,0.32572091220637,0.815,0.349,0,"0","Mical2"
"Igf1",0,0.3187342093473,0.85,0.368,0,"0","Igf1"
"Fgfrl1",0,0.318164771989772,0.547,0.144,0,"0","Fgfrl1"
"Pld3",0,0.315906415830425,0.835,0.356,0,"0","Pld3"
"Dok1",0,0.314862521939338,0.672,0.208,0,"0","Dok1"
"Rab31",0,0.314258613031296,0.731,0.299,0,"0","Rab31"
"Gm15867",0,0.311951456109915,0.575,0.135,0,"0","Gm15867"
"Cercam",0,0.306806812514477,0.682,0.234,0,"0","Cercam"
"Kif26b",0,0.300353221094171,0.415,0.077,0,"0","Kif26b"
"Sertad4",0,0.300338191842642,0.624,0.213,0,"0","Sertad4"
"Cdh11",0,0.288355999559028,0.575,0.162,0,"0","Cdh11"
"Dkk3",0,0.287775208608683,0.859,0.315,0,"0","Dkk3"
"Nox4",0,0.279427296200107,0.518,0.136,0,"0","Nox4"
"Fam114a1",0,0.276234066349667,0.858,0.397,0,"0","Fam114a1"
"Itga11",0,0.275961903307496,0.505,0.13,0,"0","Itga11"
"Neo1",0,0.275453075587463,0.636,0.21,0,"0","Neo1"
"Piezo2",0,0.273944163076385,0.417,0.075,0,"0","Piezo2"
"Cryab",0,0.273176284548196,0.904,0.434,0,"0","Cryab"
"Zfp185",0,0.265001606384447,0.309,0.027,0,"0","Zfp185"
"Adcy7",0,0.260640958587177,0.637,0.226,0,"0","Adcy7"
"Mmp14",2.13638132887377e-307,0.403471958937578,0.931,0.461,3.86193652820511e-303,"0","Mmp14"
"Ecm2",5.49859230514473e-305,0.407248090089492,0.829,0.395,9.93980531001013e-301,"0","Ecm2"
"Fam198b",1.52754219641362e-303,0.366842369513209,0.903,0.481,2.7613380284569e-299,"0","Fam198b"
"Ap3s1",4.66522476767286e-303,0.273237688455428,0.865,0.427,8.43332681252223e-299,"0","Ap3s1"
"Dap",6.47249070763808e-301,0.382058238377196,0.951,0.536,1.17003214521974e-296,"0","Dap"
"Bmp1",9.66526581995344e-297,0.276405502320562,0.911,0.434,1.74719010227298e-292,"0","Bmp1"
"P3h4",4.31835142618782e-296,0.313015733894855,0.809,0.368,7.80628387311972e-292,"0","P3h4"
"Nucb2",8.89536944825447e-296,0.294830334489644,0.813,0.373,1.60801593516096e-291,"0","Nucb2"
"Mxra7",2.11106884150605e-294,0.377954879815556,0.945,0.524,3.81617914479048e-290,"0","Mxra7"
"Gpx7",5.67771417906676e-293,0.262082592051289,0.884,0.42,1.0263603921499e-288,"0","Gpx7"
"Serpine2",5.10351309245875e-292,0.635757025651859,0.919,0.477,9.22562061723768e-288,"0","Serpine2"
"Rhoq",1.20844630289785e-290,0.275801635989063,0.876,0.424,2.18450838174844e-286,"0","Rhoq"
"Ahnak2",1.99953611266647e-290,0.308473637706373,0.851,0.394,3.61456143086718e-286,"0","Ahnak2"
"Pofut2",3.13628205579463e-290,0.286114314815036,0.882,0.431,5.66945707225996e-286,"0","Pofut2"
"Lhfp",3.60111601390041e-290,0.435418732262213,0.974,0.531,6.50973741832778e-286,"0","Lhfp"
"Antxr1",4.12563829862179e-290,0.311054210457646,0.816,0.367,7.45791635241861e-286,"0","Antxr1"
"Sfrp1",7.79345674250901e-290,0.619167792426698,0.864,0.415,1.40882317534335e-285,"0","Sfrp1"
"Thbs3",1.42824982746141e-284,0.27062276247589,0.748,0.312,2.58184721310199e-280,"0","Thbs3"
"Erp29",2.83220780550931e-284,0.312072720884332,0.963,0.56,5.11978205001917e-280,"0","Erp29"
"Ppib",2.38433443985935e-283,0.416195575983979,0.993,0.72,4.31016136693374e-279,"0","Ppib"
"Lhfpl2",2.74240826006894e-283,0.272802937270972,0.72,0.295,4.95745141172662e-279,"0","Lhfpl2"
"Dact3",1.45044374889955e-282,0.304817821188597,0.786,0.348,2.62196716488571e-278,"0","Dact3"
"Ext1",2.99105828846848e-282,0.29364030197037,0.843,0.401,5.40693606806448e-278,"0","Ext1"
